id,fecha,cantidad,tipotrans,cuentaorigen,cuentadestino,dateCreated,lastUpdated
511702,2021-12-15,924850.7743784618,A,8YXNzM1sW81ihRYtWrjwNqz5LBdeueKKFsprNOZSZI2Ptz72TiP3tGa2gdlx6OkbrEIWab6j3EIXntaXMGxu3NubleiRZEHh2ikfbY2kxXMvCOAvzuiQrpYjWNKLiuPh95OskWiOB4BjyV3xUnIyE8ZIxKy8EYA6goLU6ZrHV6AKz9VjsntgTdWpkTLyeudOaZqEheggCLLCuzbKZRCz5zTD0BsANhfbSfS03IgIudPtRpdtN7UrzujM,6RH8S00smEjyFtDMWZbVbQ8lfZIMhwLTUI0ddBqTpxPmFZgGIySgzedU2qQ9WTJrMOqOPCSGuoKIjNO6AcpkLQY2m0pIWQVLrmsZvALW6OIQgAxU6EtmDw7Xcdbx6t9Dz0GbWcv76T5LBfKqXdwqM50yDJMa5Be2h2jfZX5L2Jsuzh0TdQrgRKIVPFOSd4YRAeWV66rA34HRDdbKVr0k7SqP3X,2022-02-02 00:02:29.630573,2023-11-05 05:37:43.522427
15889,2023-09-13,567595.7606913204,jHNXG,DJ3QdCc9s1rhZipkIezYpFT1HA84v47BDg7SAdHF6nNfh0gw2DLrYWY3X8oZ4zwsLfZi4J4cVWnKQra4ETx8CN6I2cphTK0wOduAbFSaLVUsbeRaWQw3kvbnNh6JEVzKR7V8rFqNv5FPrh3DPdmDasQuudKsMr56CLJ1xalfxlGxMcmOFjGPCqjJsA1Y7MwT1zEqNfhnk5AYTjtgy6Kvaq46jm2Hy,yY8ThIR85XrT8wCQmaCnv5FutXe,2023-10-25 00:01:33.146601,2022-08-31 02:44:50.499762
351929,2022-03-28,870744.2025053996,GbIy,f3jVPKFxoMh30ZYEK8UqPhPN7x7ubP6KFcHmWMhJ87yf2q9rcA5Ev9DzlfeAjUO8JIWTKRdE6z3sZx5l0tM7xWg9q6SGg63sOCRWZfSQvf06FOSI9LLYWwvMOlh7CopBa7Tv2bTnSruL2QIZr7YPtva8bq8yWLGhG0vIKHA43jSUqShaCPbEMFLzVWfJJjoX29KkovhyRHCVLkwgly6EXfueiRgbZG3ZXcJ,WWHvXb32480IZJd862UBQJGWRpT9zNtRxKiAREDo7rCwgYeEW20FbCxVqBKur7oYOOhywsSMTiJbZYARLFmWdJmswW3Lqo3F,2019-04-27 13:35:03.284714,2020-06-23 19:08:08.117584
686414,2020-06-23,806434.8612081113,8VG,GekaquL7l68IwxMHTnlR8xeaW7tl9rtKAIh2EFJ6zP1Hd8FhBhD5vAB1qjlTmQons2iHRbTqVvFa6P8oShe35ZeXb,2vFP558aTnzMIrpZ,2019-09-29 10:35:27.361466,2023-11-09 15:42:13.862771
747294,2022-03-04,274196.253516041,GWUiTi2QB,cG137zvmobwiMXjDK0574g5T2w52OI5JC45wHcV8x6XTVumzH5AGxqaUw22H8qXx9zm7REV2HspKcU9LsoDSSLmfCHTovGxkYJ8HMU2j3WzfU8djj58gDhQPUrz2KHWmv73HeizAPUnrB2ok9bAok4HrpHHY1an1WgLjft6v3lS5IcPKj14i6Cr53RU4o5eEHgonF1RwynXp68G8y9A0fi9p2scu3UR9gAdCEC38R6Q5K81b4nfqBD15QbbaKw,Ex51qTiwRwGK5KbmEdLNHSRVeQSf,2020-05-16 00:58:04.049498,2021-10-27 13:08:23.632102
300168,2019-08-30,282597.52178445325,B,iwBcoCZYbaCXZeGqXtaNtN255dw2UXM8NColRxHTNRvE9cZZdBnpkrZvBzTTAlcO3CCSME93r,BdA1snSr4nTIHJvvnPieCitsghvlgpuXVv1pN7LSqR5k60zPDfn48WDlMPXH6HkJzS8gtiPp1snVCepAs1CXg26rCeqK939GLWiWHkKZdqRKBAX6PYrcYKRMmPbFBzaWafWTSuS7F8hZB9XplHVdg5bB2TL6pGf6cSN5QohJSCcfHC2,2023-03-07 10:49:32.103844,2022-08-27 09:35:39.546486
58059,2022-07-22,947839.0069418395,r4IW,mNVjmcV0dnq6PdWHiFYaQDZyYlGo9EpzZdAV4LcYGZf2WrXPLsXC9t3ZBMAheqmCguikIMz8RmvyIandhx349HLENy9Jb8C7QpX27AnkNe3rMNKuhllVnm3GnWgi2X5uNyMYgLkgMgEjM3LHH,w2f0LXqNf0MGg66YjMKLt8zTMFDLOz8,2022-06-28 12:14:27.276261,2021-02-19 06:22:57.210461
846473,2021-07-08,575004.490817348,A2kDAofp8A,ORd6CsybwJZw4PEEqdX26QE7kEnSNKfWR4CvGl4ica0femEqpZwwzoqGvA5geMvjtkdCXyrCFrwbIwjqBnhg0KmWJDavsdX1ZcJzUfsPz2GjTqJVLIPZ43NcbwlU7J,n7yHUYZXLfYqh,2022-04-08 20:48:37.077484,2021-10-19 20:26:31.795312
879611,2019-01-02,375039.75237193657,nT2bS,Bh7nloek7ttr3B4uRWOKIGc7VjJWTVjCyEP2WzOvOAEMGZ8JWkMxja4WBUQ6vuPTogqDFpoHHD5Lb,lR3b7uxNaJuO4cjxigCieWexNkE9oQQ4o7oQvztnyGZWCQFj9TAEXF2pr8HhFZ2UqH5jzhBOOtMyUt7Gjss6SI7Nvqvy1egVmQKgynZpd5Cw99FWXD1VSW22FFlmalWazAr,2021-02-15 04:06:42.204960,2022-02-20 15:03:29.334061
567765,2019-07-25,518843.06901724584,fses,VBaVu8x2svMG5Zt4RkrofaBpAZp6XYDHufhNSA0YngoymB6Fn6ztajeewUeqqJoefvzbDKysMFfa5deJDLdT8qnoTELNbgkJjfGGATOsAVLzQVvygPKKcfozuD5WsCfCN6xlmILJQ9m8HS4vMtQpmk7Pr6AfyOsN90FVi0U51Qv7h4Ns6ktH418xTUHa1bt1YxKZXQp3wzVd62Y2pCE66we5J2ufb4ty0fHOZjjWu124,6RPGTRVboOm0PUnJaPn,2021-12-28 03:04:07.899787,2021-07-03 10:07:23.684249
14654,2023-08-11,608612.5803637011,M,f25ExvR55QkNuqMAaEkMcWRqi4X4U7ytRRv8EcNa3KXlPXWrx24zEt2j6XjRiA5HXSpy0crRDqxK7XXQDrW4UkIeYlU1NksMcumr2DSj,ovPnMGvhKEIEmesJTVq32f8j0Xd5VxSAYxUBhWWZ7T1WKPR9ncSLpNF0frC1cqKAVUt0XdRg9txW0VnQDJxwCwfitziGDSEG0RBvn3Al3l3hYqy1vxPPdGCa8rlxWZmCBhzd2xwVmWsqhJE1BeBx4hwL7aH8ypOXtAgdRwom89oR0BG9nzpilSUqw6MpHDsxkDhajbQuZdKL9Qm8Km4MaZRfkHf6xbtSLiwA2v4jzVs8,2019-11-20 01:51:05.341644,2021-09-11 00:10:18.894821
896545,2021-07-09,891375.8282760715,nLge,ID6zzWqC00PayLPis,lsxgye095kBOwZVQ6bUaXMkLN7Y2ZNtCHKtcxFTI7rSAbR3rV9mhaq5enhFRJsjrLTmklxSezZkVzvqQaX4rx9eUwujkyoUyD42cupetYJhizjlwOZsfV9heqtlS7Kb7IeMpNsoqIPgzHOkW,2023-09-06 00:44:57.389715,2023-10-05 05:35:21.429989
311182,2021-03-29,225769.2716537978,ip2DFq,eo0p2fBcX,WvAXOb8pmRK16PQl1PrAnBT9gMmKmA0LCKCgQ17jsInwDsp0VcdyovQBeCxTsSdw5uS4Yv2ahppJ76SUX1Ne0EraQVQkwbs59utaQYh4tDVk0lbkjT78FZSTWSQO0YtRPboAMFVN5ya46jhWukK3IZyQwlfWfELj7GxhRR0SRTHiGuAwuGgBgCd8BUXhRdEAIeTas5498KUxnSMd7yZH6JW9msGq6HQrYpH,2023-02-16 22:04:39.167704,2020-03-14 17:08:04.808065
696875,2019-03-09,335965.2954771548,WdL,sLMCXevhBHhkUSSSZSsD1ruGeb3zZZ7PW3sZsFgsK6El50QdMkBUY8nxs1dweHTcK8LXb7IhPVV75pwCzLslehFdrCJ9WmhruqbeIEMtQmUGYUADOnwCeNVOKn5MqiNaByiHX9Id6Zd7pviwe9JeXLdgkDVCMg0xVagU,lcDhz503xmuT1WsBSnDZJb2KnhoYs7TNpdbR9sd0uAekd8lGEyWANAU0xpurVfsZWfI6htwbJ7oBOcxVKwUnZbjHZ13HtzaqTwKpo7JXlrX8B7TVKwroMVfhUWP9zFrvbkyFo,2023-03-01 12:03:15.142562,2019-07-11 02:14:56.654284
316152,2019-11-14,29129.45801456591,Vx529yS,DCekIMWOVAAXtdjflRpyhmNnY8VkJvRt8G1Sy7o5yUqWsQX3flplEo2VItJ2J5nIJv9g72QdoTJ9lNNS6V4mlTFWgnSVvxvKG,SokMslyJEcRTB6EgvtNrgjVr4wpRy41nSTxd3I8ylR4on2SAtMohfK5eXGOJt5mO2ZaiMdzYlRRG01pWAWbM4HX73BH,2023-02-06 15:38:05.019618,2023-12-06 03:32:41.485359
805766,2019-10-18,74156.74083696998,ODhpMS,RCM2ydKY9vudHBGsi0kU9EpOtD2m7hgxxpq7Rs990nbxvGkO3dFsh5XaH9W4cXWdi2kl98NAnpgfr9d5paca6AFvQmg8tTLLVUW7GqkeQglQcywG1msjpQ6rMiSmqrYWwln0,GGFWKeukXPuUnlOgBXpwAZw89akIJKe3H84yqI9XKtCKYIewnHyBt9L3MUEUMzJdYcUrLz3yryCm5TzGcrH4gbKVzZXcbab5Aeu0QTskkDsbQ0Hvmop2ivayj8Mno78t1roTfFeqoaGGMNfAwf05zBOlj6Io6ZdpdU9UZlB13sgQO,2023-07-14 04:43:42.458145,2022-05-04 07:17:26.117856
410146,2019-06-12,26037.763220186825,3,gjZ95DeEEDKTxm8Q8xamGXQ1uYvZbvz8TEeXhVOo,vxPefvDT8pcB9kvw12msRBI1L6XtKQrI58k3KqDVZZBy336QeYQvK5ZfAStRcpR6GtX0803m,2019-06-19 11:55:39.798950,2023-11-15 10:53:30.227235
28943,2021-01-24,855576.6510172475,NH1uDqhT,WpcCMlXy3ByHOc0t8pP3vsvv2SDMlZZntQcmzZjqrvsp6NZuW2UlbGlDxUJlyQNV7ZQFluPSHnoT2KGnnFVC8xvRKMt7j0ZwKpUCA6XFXIQneGcJuhO,Q7qIegdHPXm8YH2uDYECzcKkWRjYaLEgaLB0dCKVaa5GjAaxLyXQabB2wybSriMeZmUw9C3saCjz71An8TfBAJPa3B6X4KNDthxaVqW8Wk0OJcC8xYIpEVwxvHRAntzEZVlpIWhZg6XAHQcowebvHZZ3Ah1qDeA5ShFn5RTs9p2MQj7lVwIZ64Y,2023-08-30 14:28:12.593862,2021-11-29 10:04:36.641946
503152,2020-09-15,114383.85848980173,O,e05y6HEbFXg7uEQjL9Ic3V,UOPEjI2hZ37,2019-02-23 16:16:20.503127,2022-05-02 13:20:33.407568
791155,2022-07-26,211071.95001019776,eWlDwkr,AT1T5VKcbRuQBZsVFdXZrICC1bOdcFNGeQldn2aJIkIu940P4NylMgjvGYOa172BtgwD7P4m8jA29dXqToDxuZI43tbjMyDFmUJ59hX8rNlNsAqGju6H9QjiHY89pCIr1OypL7KqlkTP5UtBZfID7b7uHu0wItLaxFEBunYeMSnf0BRiRGM0VXa,X5AqGjFnIzSW0HsLVWTJHh6ftl2A323BrnACPGx4WbHHWkd9SklgXSqYnDDjl8ZyeJ7I,2021-02-05 02:50:09.836839,2019-01-22 21:47:17.307359
121883,2019-10-22,261587.63901207698,qy,qDdb4GtbBGHbxALFryW00J0jZdIN1ghSxq1lbHEEU7btLJForXl4hjmGR6nwcNblr5g7JHkU3RgnfSL0q,GlJIdRMJv8mNlM9g6xOfcNLZtRCM4RQUncP4nu3DdkbjKBrJWu6klV30etYOLTpQMWACD07dClXEQZLkfVtUeSlkIbtKSUMNx7bY7c0N44xoltPapOtcbGMc2MXJgHCuRQzdzprRwg4MV7UDImEsJQGKKz9ZvFp16kZfe9AyrxdPeI0NlrfGQmXtQ1nBKwKgfbwdzN3JrEsYfT6XenaLh6FfLzCKOK0BrA25Q42ghcl18Tjg1Z,2022-02-01 18:00:07.331035,2022-10-01 15:52:25.443754
311984,2020-12-01,641216.8561683152,4F,FniO3MuoduoxeQfIc6vfAjrVeIBS6zDXmJa8SSCysiOaiKao4I1oJNs1WrC26QS90gUhGwrylXnyQH6GBc66tqS75vNc5Ma30TYksgSni1pu,i8zr9QodrOatulJGHSixrvxkiApVLPs1S7AlvQFrdJvlyrh0RZTDq8VZY8ZWDIKbHPKN6FnUM5Alsm2Y8NVOiJxEBUDxxV1Dd1tFXoDvhnxgNz5cIXBAb5O7YVLxweipSq9tE3eq71EdZhZ3SXpy0F3VO13KqiXLRoCypI2uGIB7yE4SXA7iJ8XT7QLbG1eY65kE,2020-07-02 21:02:33.176861,2019-09-24 13:54:19.809983
94693,2022-12-14,817561.8276730666,ssDdWP,NHWSsczjJwh2jp5o6Wmxq0rdAXB68SBhnoGZEFVFNpgJuRLZ6Ii,i4Qsk56Vu5IMawmArDeQClEKn9AhnrfAGZ3fEiI,2019-04-22 16:01:24.667483,2020-04-01 11:19:05.142722
624546,2019-06-18,313648.0963682578,cNo9,bVig7iGE4GebgcqRsfi,r7nQlw86Bg,2019-05-07 17:56:00.441800,2021-08-18 09:20:39.259704
646895,2022-09-06,794486.139992422,1,bUtjtZC69gjmEJXP0EpAbNSppeZfcrrWXwDaSjR2wKyWeooTCy17XCls8QMjiZmZlPWXAolbqc1nKDYX91B8Z2mgJbwkVjDz8l7Kdc471uob6tJxu54xdbqFHkgioJ,RcBGGO1HB9HSlIOL9cBqwdt4o5OoVFX8Yu5tWcKQwJfDIf95dF46c5BCTnRLuQQL3Hyks0dFDhmVRExgEnkwsoYytyW2jMc4RvNrxe6L3VlIGGn02Rop4dzCPiOSy7iozMeZpJqi6sCXI0cUPwBgEEgtNqkRQzht7XBNZaJBNkJ,2022-04-30 08:19:08.763491,2020-05-20 06:01:11.373011
207466,2023-11-05,844518.6650651174,O,Lj5EBqv6XozmUJTAHRnnb0hIetn9BdcawmgqLU1P8qhxZ5IluY4cFAavwoYlfFnaYGAqE383Xp7QOOa0PI6lZgGobG1cYoSfOwHp4SCgNbtKWKzaidWgHys3WiHyn2fKlxB3YTeCMTrTtHY33Z13Cie0WrjEgRi6uIXTZKTtIMUilL5gYmRi3dhKJ9TZcqUGRM3PP9mEz,omWQgXqM0BstTN4,2020-01-30 10:07:27.562287,2021-12-13 21:30:29.533056
677743,2022-04-12,507260.7540580826,R1cgjXXg,VDuAZIV4JqDpFoIEyulwEDelhdWudIVHgDXTCekehjuF0gkMjoO8Xp1BkBLUsjwhWFydlRiwtRrPfL7YJ82kDtuRkSaa6nInFyqqChvWh0tmy77y00KTIoODPI8vIsTGUvoJwH9yCrU8w9c6uWRgj0luvNZSEx8tYPA4FEFev9jJqWhWvxpBLqpJbLCJpHO8FhjGtznNNwfOOTVvLjLbWP1B9l,PJxpQajPVbh80L3f4qP7j5XPfd0DXohZ6jwm5XNogCqpMkYOQ5PauZQaTi3UdbBk05Ea,2019-09-14 16:17:11.001804,2019-05-16 19:53:43.446268
367181,2019-03-10,325300.8960030263,ZT,ls2pxxBAjySdeQFkeTzSyuRBdcKVQZNt32evziVtiUuQGGfE47DZKfvdRfG2nQfJ97m,oRdNGCr9QzH8jEpn7NhY2xOTiRbQiVqA0QBAFMI6c6MWvrGqfBeSlobcFXqfFwAiEJx3uBHf0XUj6iQ0jDJZXj5KE9STIPGUDtWaKFgmFbTrNWFpwOSzmGEyudylzxxeV2u2HgbEkVKIl60n1MIeQtDiBD2r0KSZyS,2019-07-21 10:32:41.853089,2020-02-20 01:10:55.717010
28975,2022-10-13,4443.979640771073,qA1,LjJhBQV8xwjkyCNe8veUiXZZxAZdBOgacsO33zh1bK9sm79qPREBkHoNyCjk1qoHpQSMCeztOgMJJmFxOMwL2suyd5gjrF9q8ANtKszzXF0KS3pObMTfZ5xmexLk1MUmEuuowv4KduoeynMft5ifgglsRaP47H6bUVCcX3h85kGgA8cNxOWQ6hJ1Gm1wrraNurw4PJZ1m6tw3WihLQrAeKXSGApPLdlr4xePVS11T9YqQ,I4UXInGGoLmUONv0NAfmZsXbNxRDo,2020-05-10 12:49:33.787825,2021-02-13 13:49:06.018939
511352,2020-03-11,523351.35826198355,G,z1kiuwvmTAlFFfqhtvXpyY1SowYhfnw4RMr2KFpzfU8hNy60G7lIgVxxkpHh85uTUFzXYMW6Xrbx0JZpYijAdxmOJDm77qOPlcLbecTYzagiizxqT06IG3kdweyA1RnmDvl4iDHMI6j4HqL2hhZUfseTELhq1ZkygEzyA59sKl,nTeU73ddXWdMWMHi40UORJrQKmg9u,2023-10-01 09:39:22.654998,2020-08-05 01:57:16.306986
647895,2019-01-12,238338.55256547264,TL,6Pr4aEz5o96izKlVaj19F2gINbCAA1IbDAIFjCJaOrQdKc0JJks9NeMM1QDhorPQADzyuApOKlhP9njOKEQlIkj5eIHP6Fm2tTt8T9tq9KJ7GaQWforBTE4jNn0eQbS5gLqYDbnrxN61jAsZ2ELh23RUm4,jArhzNi22NblFWMUCYma3PeqcW37S1qiqWuyGMdPFgK4tk7t7uwcLTRYlonE5XpoGj6Os5Wwzo,2022-09-03 08:48:06.323033,2021-03-25 07:03:42.416312
25414,2019-07-11,471711.6058106271,pyDzb,dQtUHKb2iGHXWWxlOjBBXMCYqj5OtapcBUqRFLlywb4dMxmp56SDxl3gbONzOjAvwJKtzBnJrMeSF3XwzaQvq9E9wJtcGKGNSeG3xov4TFDhmNl9c98aIRXbeR9hRfLdfBnzViCy9K3IV58LKm4mPsnCGOXJZP26eLUuNX6bpCnEiXBI01MKzhaKyPC,f3EyDUNljcr,2020-04-01 19:47:30.936060,2020-06-12 14:19:30.147985
120194,2019-07-31,424076.90710099554,VSf8,hwyBfxSZz,jhEkS09ES7mlH78FubwH9D9HfSRtyOCaw8LzzkCVASHtACsijKUE2OI8Er0k0qrBAdWNwENPVkUhFX,2022-12-28 03:49:30.714789,2023-01-29 21:07:12.015321
913244,2019-04-15,667965.0371365966,sZjnqHs55,VvQaoeTsEINbUK26CgnY5SqG6Hw4G5Zo675tYOeRFTXGoVmW0walqpEY567RqNjpTHYTmTlCh9xfDJdXJZk9DXfF0A0mpmEc59BuF1T230XpW2RYpeF7MwBPYV8MwQidZUwT8HO,QhgJ63wSNoBlXpunXKypeLlGQ8UsBblWLVCKbtgpc3ef6CpXdTjfReXks4AorGwU4B2nPY3m5s6iiYLA2UbxG3a54,2023-11-03 05:39:21.655937,2022-08-15 21:45:55.270054
83064,2020-01-24,646418.1189257365,oPrXHlIX6i,5u1uhMUEHvu6OucIQGq9ppIAhovRL6T0P7IoPhRF63btnXhkdWKOHziUyNv9NU3IMeEXm7TcY6qdViUBZ65cQtBxKTogn4XmZ0Ih5jLf2PfAlyoUXEVDlUFYVAQyMiZaDxagXHogB0C87SUNk31ZdqkBoerDW8eiNsADaRk5DhYagBOFiegRQf0LfmjzsIiiPKsWvCKvNwEJQUXCJInr8OyOiyDCPgUslf1yBtim17mP6SY6bT32yBFA5,Is0QziWXygLdwlBfrUrx4tmmzdhk3a2eEI3I7EHNR4J76m5SN0aRCSdZQSOkVUURmj1GGtQLHFFi3hgj50KJEDmxCmgerr1w65rihSd9ZBXdpsW4kbw7Zy0Ncqm9lEh0dMM2fN5CHzeBZ,2023-08-25 09:27:38.481165,2019-09-06 01:10:20.423641
949470,2018-12-17,169551.37129646787,swtgq26g7,gZ2dqG5smcticPsi2bSK2D2wytJDB7FRMNnYES2d2RmVv7ge8XyJwvaBsqkCkHDajXzuQdleIjQ4z8cr7usbUPR7Q41v5v2dm0,XmVvwvuXIdroEPKj5RQzorYBLzkWEd8RZzgyfPd4l12njOHd0ucjgjP0BKfpvAY5TzWePwIhwhgDBne2AjyIo9V55y2xF3vtAewBT52whIWb7WsD94U5lYLkpmfsVWviBAEWIHeCOsJt352bYoSIeer1xVA9p980nTfTtigihRIXVFtfM86lNSEIhqMlDdO7g1kOGmErJfqgj63l69CyHbD0xl4X4tukgUA2PqgRsdImFs5tVzS,2020-07-03 05:37:42.278024,2021-06-28 06:22:24.406637
507927,2019-04-13,454837.80859152874,KVa,ejZRRL12vhQNFD0jpQjdAPTswL0wWNMyasbaw2wrJedrFMEf1pp9DRkjvcgmWBbbRVWmfSV4iqWNKO8GtHelDhgeYFrsoPdjQOtGWKDfO6vBOLOp6txs0y3GOJHWigHSruS1gRvb,TenCoEP9fpGFFiPj3mpKO6RxWw3icF,2021-05-06 08:03:21.913978,2022-08-21 16:53:33.697237
122686,2020-03-28,38194.87681608566,YwMRi1QeuT,QqylmDrzkf0xpYpHvvudG3DHxQCWzYwS3GJpVEWHMQxesm,czzzTvhyvpyhoZLtjms6c36q07dCuF9lGV7OHC0qg5OO8icU6ZPYOuJL9Gcpu14gYVCiPFwZoRSWcRqU9WTJCpq0AZMj9qHCLT2dIQHSjsOYv,2020-02-09 08:31:15.968388,2019-08-28 19:28:18.598291
878297,2022-02-02,918692.9641926667,OykTdDgQlS,FgGuaBv9iNSBb6La6KIcfoN7VgAXA7qQH0alqnIewg086cwS0Rhhc3kF28tb6DXDxwRC1vlw6t9DBB8Eb945hVG5Vap8rYuCEjYJtGLoSeqi4IU4nJtEYQiu1DRrgy,OcZJky3e0N9Rl3BNYAeaZcPuqfGp3PFU73BaODenQr4RTxuZoHnxcYBX2q09,2018-12-23 22:26:36.799713,2019-04-11 19:55:51.800715
523820,2023-11-20,65212.80667727602,xd7qyRev,fYdj54xXGx0kpYdXVlpGQEQ0cmgoq2GAQGzmgao5LPvX4koNB5Ppg4YY9p9aVn9Cc3DAM13Z630cDRPBLp2C6wHCR7Q6d9ybVRiWNc9fQK4RjQzw1ZTqJaW,WE6NnGwQSjSeI3MQrsOh4NfAjOEgApgOtlkNd0bbSKDJoKrRCkQzzRqV42okUPrtWBKNGyH1KamRu0HE2KsVFSzMCGIYJFeyji,2022-10-17 05:08:59.259088,2022-01-24 09:30:48.027245
897023,2022-05-26,620341.4195500899,f,tA1QQLy7OZh4RcRyvGZMjfeFcQUVvbyoSq1dd8bEcJOLETWJGbFR3s3703wTtY3IjfYaMQEJy4we4WL8nSE1BX7lKSSGQrGaPVbn3oi8ByHtPPw7uWQ3C7YqmFBWzmvXuDHTQAzdpbEpRhB9vYVB4dKOTPPGYsILrsI4xaaSAWW5TsKQK51ne2ObZ1wYxYYHehN34XxLsUWQymE0HB9D399QW2yR8pU7oEtso5oRss,JpIpn1A5uMkmmTtVMfDYdnrQpEbPl6bceBKrwSaQhIZ7YsOPbQvtdQln2l3bRObXUnYpNBE5XoD988KZK,2022-01-04 16:24:28.933062,2023-09-05 04:41:41.777494
126669,2022-05-22,375029.63149653445,F61j,y35hiMvDWi8nFs,BwhTpcNGei3USWGesBlzNMIH1r1sUDPSW4l6z7u4vWN1h7ma5dO2hVrZKNsP8XPh9XriW7usb3aBsFb5OKkFpkIudPBL0QHa7v6H4RQjEjgjipkYzpEMzH07lXlIcACXB7kHhZIaIthqKDoxAiieJXPoi8EDk3koLhAG8bOW9I1jkeKwL31iQQlvO9VVic8K5Whjj09nWhQSVXXh8bxeGak3t9ZGOAawwIzP7LH2XETIYIxYWrk5cvg4WB4,2020-06-12 01:26:25.154706,2020-11-06 21:03:10.585878
141215,2019-03-22,863758.9527640077,zHlbxT,QcM1ToYiCJL6p7LUH4KfzeuUz6BqradjyLyFCxGdo1d2rZ3AHGd6SbwI1RMFTC5vfPB8U1rLxVBK94Bd3O7vAeRPeW0HZDkuOeOgQEagHyI9ygQMMoG4tfOwaQv2RpxvQPcrkAMXnDXAWpqj0NlvsAMSDW678McyjVb7PRbVwMDB6KTch977fxA3knLMbxzPmP8bmPtP8813LcJlmSZbcQXhTNNbsAGNPGryPNydacvR,U0jrmgRuU6JuQ8W9OqiYZwAn7haukmQgJypa0I6YZBSm3laTzUwSOyBmoRPC4QnnAw6UvPfjqZnCo9AVBrts2jpAxsUyt5gTmpElfrSFMamLzJcWhrmMssx21i1bh5MY1StA1skGIwa5EqWG4Z6BAcRsmc0CZ,2023-07-07 13:00:50.876662,2022-03-30 10:30:51.522034
463223,2019-03-12,185053.42549966337,GdyKwd,iVH2Y4WAmTaZEzITvVL4a,mAIeo9OnJq39IIiE7m6eVK6LDLsZzMnyWgU3ITMOvFVm1xjWvodCpSf0zun43b6HKjtKrRca5eM8PHiCKdqSqSukqtY4fnGW70t7qBEhPQtDnvwJGRxK2fY9cRDOh6pnuYnUUgItIFqYx5pOvJOFdJ3bunwzFnW0qgrsDPOE,2023-10-22 06:47:35.341078,2019-02-20 21:18:42.467220
127319,2020-04-04,174557.72778598455,1v0SOP6,DTFpNilWEELZa23hhhulm8isp7nwuSk67rl1TOy5PRIQPKEEukpl0nvWQY4ActN7s04hSrw1BKSXeA26uO2cw7uaeBeWp,7nA7sqaV2kE6X0Rclkp5GQxMSVtFB88aBjrFbUQi7cbs7UfJuNQ3fkHe37XuYbTf3kU63vwZQ7VXu8YOdW6UDmEwyNvI13PCuCWuwDUyq1RLDWVx4bFXQVWlvkLxtWId2i9xYeqNXSIJgIigwQ1u2QCCy8,2022-08-13 18:12:18.653146,2019-08-21 22:36:57.164313
409092,2023-05-31,854640.3135535339,16,IaI0tGdPngkQDllngANvocBXA4BpxEiZ9RnD7LLHVLBMFqIVk6oJHF6SQYEQNRUCwICMLEQO4aCGMQD56RmmXZSWvlWBSRAfto3HXpPTXi3bcJF4Y8daYwf,KzJw9OK90LH0SqUMfJ6rXBLxZKVeLwnUHYIgixecuO2r4YNHmm94PcXLKTjsYYwgIlitv2PWolJm1MhtfPfBeQiJYNtAvZnvafL4edfinB52xSYN4Vz71F7HDDipZyTT5qjsPUlxXNyj4nxHewsGzIEXCg98gdy2me4ROmKFalqovShHLHSVwQ83GpuzphK4gtUKGfBA8l3d0RmCGRnxPsubMpw1z9mlgkHaCDAmIYF2l,2020-10-20 19:29:31.215548,2019-10-30 08:02:08.101219
904419,2022-10-11,823404.0393533917,2r,lxxgX8Lsm08szNCxYqkmvaiKD8Xb8Pw6mqVjgwykOCBW8evbyAArbambowTc6vVpu7dYp5f3e2FKn73W399z0jRCAPcTMUHVS3m7kfbBREukheuChuW3TEEj142oXRVUGx1Fjx5i10u5zjs0H4mQDXbFEiF8rdk25hdw4upjVDUqORwCu1cXViUahf6pmC5bg52A39xkjaCyg,JVAzQcnZBhCKTVyAXs2kqUGuLbaM6HHnyzda1iY916r2bU1m1fQSx4o1uMnNwjkUFRV2xW3b6QazmsZzjoAATE6hQh3evFQ8BzYgQcCm0VQzLMTnBEqwc0sTYfEsOtoTMOodWJ0yLULx4lRBRtw7wGgzCPi8OFzsRzI1GgISh8gdQL2LuEjXbgA4ifbGoQBld6o1pFEXKldbOVYUedeHe5SAtL,2023-11-06 02:11:41.184101,2021-08-12 07:08:27.550755
610323,2021-11-28,506817.23661780375,J20XAL,HFKuzPr7hdHDMd2GUGteBH8bqSFGn5XLSVw,BtJxGF5hHj8Cq4dZ3FgYh4dkY4yzcosnKxDTi2FniXHtYoe2HYz3dbg24WUX1XAELG9qo6VmjPNp7ojvf7K30yHDfhbIuxCmLYwRZatHGF514JoNKvMRoxyNuC,2019-03-08 20:10:17.471193,2020-10-05 01:56:39.073358
916388,2022-07-19,646253.2635973266,jfDoU62,asStzmGt86Kk5iO2zSjt7SYyebPuzpPzseEVkVxwvod1tzVOye8HyDf711Z8WpwhU9QOyAORvaxaN8GL2Dz5THe7zFdyGqbO0EGVIdhmRsj9IEglGCtV2qnyyRdUBuLyxdyJ5gipMLEv9BQ41PtzDTcIW1VRM7uF3KKEuJQbpJ6N7Azmit4Dznuggr0bxjw8QznuV7rqcDNOuUd7SunwtjUgGREVHOfWFDQ69baIj,cbXJR8aSWpULjcwycSB6WLe9rtSgh6ixFzk6WNxk51j3eWPBceKF57i4PY78OZmF7WvMjwdZJQ9V2C55Ln7UH5drBIwwiRZl9EdcE8LcvVMvChkoGKdsQnY9p6,2020-08-31 02:14:02.569786,2019-03-03 14:28:14.019551
